PersonID,Question,Answer,left,right,Condition
15,Ich konnte gut mit dem LLM-Agenten lernen,4,Stimme nicht zu,Stimme zu,ECA + kein Audio
15,Der LLM-Agent hat mich Motiviert,4,Stimme nicht zu,Stimme zu,ECA + kein Audio
15,Zum Lernen empfinde ich die Anwendung als:,3,langsam,schnell,ECA + kein Audio
15,Zum Lernen empfinde ich die Anwendung als:,4,ineffizient,effizient,ECA + kein Audio
15,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,ECA + kein Audio
15,Zum Lernen empfinde ich die Anwendung als:,2,überladen,aufgeräumt,ECA + kein Audio
15,Die Gestaltung des LLM-Agenten hat mir gefallen,4,Stimme nicht zu,Stimme zu,ECA + kein Audio
15,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,2,Stimme nicht zu,Stimme zu,ECA + kein Audio
15,Ich konnte die Informationen gut verstehen,4,Stimme nicht zu,Stimme zu,ECA + kein Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,2,langweilig,spanned,UI + kein Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,uninteressant,interessant,UI + kein Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,2,einschläfernd,aktivierend,UI + kein Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,minderwertig,wertvoll,UI + kein Audio
15,Ich konnte gut mit dem LLM-Agenten lernen,4,Stimme nicht zu,Stimme zu,UI + kein Audio
15,Der LLM-Agent hat mich Motiviert,5,Stimme nicht zu,Stimme zu,UI + kein Audio
15,Zum Lernen empfinde ich die Anwendung als:,4,langsam,schnell,UI + kein Audio
15,Zum Lernen empfinde ich die Anwendung als:,4,ineffizient,effizient,UI + kein Audio
15,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,UI + kein Audio
15,Zum Lernen empfinde ich die Anwendung als:,1,überladen,aufgeräumt,UI + kein Audio
15,Die Gestaltung des LLM-Agenten hat mir gefallen,2,Stimme nicht zu,Stimme zu,UI + kein Audio
15,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,0,Stimme nicht zu,Stimme zu,UI + kein Audio
15,Ich konnte die Informationen gut verstehen,4,Stimme nicht zu,Stimme zu,UI + kein Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,langweilig,spanned,UI + Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,uninteressant,interessant,UI + Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,6,einschläfernd,aktivierend,UI + Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,minderwertig,wertvoll,UI + Audio
15,Ich konnte gut mit dem LLM-Agenten lernen,5,Stimme nicht zu,Stimme zu,UI + Audio
15,Der LLM-Agent hat mich Motiviert,6,Stimme nicht zu,Stimme zu,UI + Audio
15,Zum Lernen empfinde ich die Anwendung als:,4,langsam,schnell,UI + Audio
15,Zum Lernen empfinde ich die Anwendung als:,4,ineffizient,effizient,UI + Audio
15,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,UI + Audio
15,Zum Lernen empfinde ich die Anwendung als:,2,überladen,aufgeräumt,UI + Audio
15,Die Gestaltung des LLM-Agenten hat mir gefallen,5,Stimme nicht zu,Stimme zu,UI + Audio
15,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,4,Stimme nicht zu,Stimme zu,UI + Audio
15,Ich konnte die Informationen gut verstehen,5,Stimme nicht zu,Stimme zu,UI + Audio
15,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,4,Stimme nicht zu,Stimme zu,
15,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,6,nutzlos,nützlich,
15,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,6,nicht hilfreich,hilfreich,
15,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,5,nicht vorteilhaft,vorteilhaft,
15,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,6,nicht lohnend,lohnend,
15,Diese Gestaltung des LLM-Agenten hat mir gefallen,2,Drohne und Audio,Drohne ohne Audio,
15,Die Nennung des meines eigenen Namens während der Nutzung empfand ich als motivierend,6,Stimme nicht zu,Stimme zu,
15,Die Eselsbrücken die mir vorgeschlagen wurden haben mir beim Lernen geholfen,3,langsam,schnell,
15,Die Eselsbrücken die mir vorgeschlagen wurden haben mir beim Lernen geholfen,3,ineffizient,effizient,
15,Die Eselsbrücken die mir vorgeschlagen wurden haben mir beim Lernen geholfen,2,unpragmatisch,pragmatisch,
15,Die Eselsbrücken die mir vorgeschlagen wurden haben mir beim Lernen geholfen,3,überladen,aufgeräumt,
15,Die Antworten und Fragen des LLM-Agenten sind:,4,unpassend,passend,
15,Die Antworten und Fragen des LLM-Agenten sind:,4,nutzlos,nützlich,
15,Die Antworten und Fragen des LLM-Agenten sind:,2,nicht hilfreich,hilfreich,
15,Die Antworten und Fragen des LLM-Agenten sind:,3,unintelligent,intelligent,
15,Die Möglichkeit mir durch den LLM-Agenten Komponenten markieren zu lassen war nützlich,6,Stimme nicht zu,Stimme zu,
15,Zum Lernen empfinde ich die Anwendung als:,4,langsam,schnell,
15,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,
15,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,
15,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,
15,Die Zusammenfassung meiner Lernsession hat mir beim Lernen geholfen.,5,Stimme nicht zu,Stimme zu,
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,2,langweilig,spanned,ECA + kein Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,uninteressant,interessant,ECA + kein Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,3,einschläfernd,aktivierend,ECA + kein Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,minderwertig,wertvoll,ECA + kein Audio
17,Ich konnte gut mit dem LLM-Agenten lernen,5,Stimme nicht zu,Stimme zu,ECA + kein Audio
17,Der LLM-Agent hat mich Motiviert,3,Stimme nicht zu,Stimme zu,ECA + kein Audio
17,Zum Lernen empfinde ich die Anwendung als:,3,langsam,schnell,ECA + kein Audio
17,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,ECA + kein Audio
17,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,ECA + kein Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,ECA + kein Audio
17,Die Gestaltung des LLM-Agenten hat mir gefallen,4,Stimme nicht zu,Stimme zu,ECA + kein Audio
17,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,2,Stimme nicht zu,Stimme zu,ECA + kein Audio
17,Ich konnte die Informationen gut verstehen,5,Stimme nicht zu,Stimme zu,ECA + kein Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,langweilig,spanned,ECA + Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,uninteressant,interessant,ECA + Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,6,einschläfernd,aktivierend,ECA + Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,minderwertig,wertvoll,ECA + Audio
17,Ich konnte gut mit dem LLM-Agenten lernen,6,Stimme nicht zu,Stimme zu,ECA + Audio
17,Der LLM-Agent hat mich Motiviert,4,Stimme nicht zu,Stimme zu,ECA + Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,langsam,schnell,ECA + Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,ineffizient,effizient,ECA + Audio
17,Zum Lernen empfinde ich die Anwendung als:,3,unpragmatisch,pragmatisch,ECA + Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,ECA + Audio
17,Die Gestaltung des LLM-Agenten hat mir gefallen,6,Stimme nicht zu,Stimme zu,ECA + Audio
17,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,2,Stimme nicht zu,Stimme zu,ECA + Audio
17,Ich konnte die Informationen gut verstehen,6,Stimme nicht zu,Stimme zu,ECA + Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,langweilig,spanned,UI + kein Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,uninteressant,interessant,UI + kein Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,einschläfernd,aktivierend,UI + kein Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,6,minderwertig,wertvoll,UI + kein Audio
17,Ich konnte gut mit dem LLM-Agenten lernen,6,Stimme nicht zu,Stimme zu,UI + kein Audio
17,Der LLM-Agent hat mich Motiviert,6,Stimme nicht zu,Stimme zu,UI + kein Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,langsam,schnell,UI + kein Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,ineffizient,effizient,UI + kein Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,unpragmatisch,pragmatisch,UI + kein Audio
17,Zum Lernen empfinde ich die Anwendung als:,3,überladen,aufgeräumt,UI + kein Audio
17,Die Gestaltung des LLM-Agenten hat mir gefallen,3,Stimme nicht zu,Stimme zu,UI + kein Audio
17,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,1,Stimme nicht zu,Stimme zu,UI + kein Audio
17,Ich konnte die Informationen gut verstehen,5,Stimme nicht zu,Stimme zu,UI + kein Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,6,langweilig,spanned,UI + Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,uninteressant,interessant,UI + Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,6,einschläfernd,aktivierend,UI + Audio
17,Die Beschäftigung mit der Lernanwendung empfinde ich als:,6,minderwertig,wertvoll,UI + Audio
17,Ich konnte gut mit dem LLM-Agenten lernen,5,Stimme nicht zu,Stimme zu,UI + Audio
17,Der LLM-Agent hat mich Motiviert,5,Stimme nicht zu,Stimme zu,UI + Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,langsam,schnell,UI + Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,ineffizient,effizient,UI + Audio
17,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,UI + Audio
17,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,UI + Audio
17,Die Gestaltung des LLM-Agenten hat mir gefallen,6,Stimme nicht zu,Stimme zu,UI + Audio
17,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,5,Stimme nicht zu,Stimme zu,UI + Audio
17,Ich konnte die Informationen gut verstehen,5,Stimme nicht zu,Stimme zu,UI + Audio
17,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,5,Stimme nicht zu,Stimme zu,
17,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,5,nutzlos,nützlich,
17,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,6,nicht hilfreich,hilfreich,
17,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,5,nicht vorteilhaft,vorteilhaft,
17,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,5,nicht lohnend,lohnend,
17,Diese Gestaltung des LLM-Agenten hat mir gefallen,2,Drohne und Audio,Drohne ohne Audio,
17,Die Nennung des meines eigenen Namens während der Nutzung empfand ich als motivierend,4,Stimme nicht zu,Stimme zu,
17,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,3,langsam,schnell,
17,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,3,ineffizient,effizient,
17,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,4,unpragmatisch,pragmatisch,
17,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,3,überladen,aufgeräumt,
17,Die Antworten und Fragen des LLM-Agenten sind:,3,unpassend,passend,
17,Die Antworten und Fragen des LLM-Agenten sind:,4,nutzlos,nützlich,
17,Die Antworten und Fragen des LLM-Agenten sind:,3,nicht hilfreich,hilfreich,
17,Die Antworten und Fragen des LLM-Agenten sind:,3,unintelligent,intelligent,
17,Die Möglichkeit mir durch den LLM-Agenten Komponenten markieren zu lassen war nützlich,6,Stimme nicht zu,Stimme zu,
17,Zum Lernen empfinde ich die Anwendung als:,2,langsam,schnell,
17,Zum Lernen empfinde ich die Anwendung als:,4,ineffizient,effizient,
17,Zum Lernen empfinde ich die Anwendung als:,3,unpragmatisch,pragmatisch,
17,Zum Lernen empfinde ich die Anwendung als:,3,überladen,aufgeräumt,
17,Die Zusammenfassung meiner Lernsession hat mir beim Lernen geholfen.,5,Stimme nicht zu,Stimme zu,
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,langweilig,spanned,ECA + Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,uninteressant,interessant,ECA + Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,3,einschläfernd,aktivierend,ECA + Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,minderwertig,wertvoll,ECA + Audio
8,Ich konnte gut mit dem LLM-Agenten lernen,5,Stimme nicht zu,Stimme zu,ECA + Audio
8,Der LLM-Agent hat mich Motiviert,5,Stimme nicht zu,Stimme zu,ECA + Audio
8,Zum Lernen empfinde ich die Anwendung als:,2,langsam,schnell,ECA + Audio
8,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,ECA + Audio
8,Zum Lernen empfinde ich die Anwendung als:,3,unpragmatisch,pragmatisch,ECA + Audio
8,Zum Lernen empfinde ich die Anwendung als:,3,überladen,aufgeräumt,ECA + Audio
8,Die Gestaltung des LLM-Agenten hat mir gefallen,4,Stimme nicht zu,Stimme zu,ECA + Audio
8,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,4,Stimme nicht zu,Stimme zu,ECA + Audio
8,Ich konnte die Informationen gut verstehen,5,Stimme nicht zu,Stimme zu,ECA + Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,3,langweilig,spanned,ECA + kein Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,2,uninteressant,interessant,ECA + kein Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,2,einschläfernd,aktivierend,ECA + kein Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,minderwertig,wertvoll,ECA + kein Audio
8,Ich konnte gut mit dem LLM-Agenten lernen,4,Stimme nicht zu,Stimme zu,ECA + kein Audio
8,Der LLM-Agent hat mich Motiviert,3,Stimme nicht zu,Stimme zu,ECA + kein Audio
8,Zum Lernen empfinde ich die Anwendung als:,2,langsam,schnell,ECA + kein Audio
8,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,ECA + kein Audio
8,Zum Lernen empfinde ich die Anwendung als:,3,unpragmatisch,pragmatisch,ECA + kein Audio
8,Zum Lernen empfinde ich die Anwendung als:,3,überladen,aufgeräumt,ECA + kein Audio
8,Die Gestaltung des LLM-Agenten hat mir gefallen,2,Stimme nicht zu,Stimme zu,ECA + kein Audio
8,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,2,Stimme nicht zu,Stimme zu,ECA + kein Audio
8,Ich konnte die Informationen gut verstehen,4,Stimme nicht zu,Stimme zu,ECA + kein Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,langweilig,spanned,UI + Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,uninteressant,interessant,UI + Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,einschläfernd,aktivierend,UI + Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,3,minderwertig,wertvoll,UI + Audio
8,Ich konnte gut mit dem LLM-Agenten lernen,3,Stimme nicht zu,Stimme zu,UI + Audio
8,Der LLM-Agent hat mich Motiviert,4,Stimme nicht zu,Stimme zu,UI + Audio
8,Zum Lernen empfinde ich die Anwendung als:,2,langsam,schnell,UI + Audio
8,Zum Lernen empfinde ich die Anwendung als:,2,ineffizient,effizient,UI + Audio
8,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,UI + Audio
8,Zum Lernen empfinde ich die Anwendung als:,3,überladen,aufgeräumt,UI + Audio
8,Die Gestaltung des LLM-Agenten hat mir gefallen,3,Stimme nicht zu,Stimme zu,UI + Audio
8,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,3,Stimme nicht zu,Stimme zu,UI + Audio
8,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,UI + Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,2,langweilig,spanned,UI + kein Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,uninteressant,interessant,UI + kein Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,3,einschläfernd,aktivierend,UI + kein Audio
8,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,minderwertig,wertvoll,UI + kein Audio
8,Ich konnte gut mit dem LLM-Agenten lernen,3,Stimme nicht zu,Stimme zu,UI + kein Audio
8,Der LLM-Agent hat mich Motiviert,4,Stimme nicht zu,Stimme zu,UI + kein Audio
8,Zum Lernen empfinde ich die Anwendung als:,2,langsam,schnell,UI + kein Audio
8,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,UI + kein Audio
8,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,UI + kein Audio
8,Zum Lernen empfinde ich die Anwendung als:,3,überladen,aufgeräumt,UI + kein Audio
8,Die Gestaltung des LLM-Agenten hat mir gefallen,1,Stimme nicht zu,Stimme zu,UI + kein Audio
8,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,1,Stimme nicht zu,Stimme zu,UI + kein Audio
8,Ich konnte die Informationen gut verstehen,4,Stimme nicht zu,Stimme zu,UI + kein Audio
8,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,4,Stimme nicht zu,Stimme zu,
8,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,5,nutzlos,nützlich,
8,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,4,nicht hilfreich,hilfreich,
8,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,4,nicht vorteilhaft,vorteilhaft,
8,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,4,nicht lohnend,lohnend,
8,Diese Gestaltung des LLM-Agenten hat mir gefallen,0,Drohne und Audio,Drohne ohne Audio,
8,Die Nennung des meines eigenen Namens während der Nutzung empfand ich als motivierend,5,Stimme nicht zu,Stimme zu,
8,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,2,langsam,schnell,
8,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,0,ineffizient,effizient,
8,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,2,unpragmatisch,pragmatisch,
8,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,2,überladen,aufgeräumt,
8,Die Antworten und Fragen des LLM-Agenten sind:,4,unpassend,passend,
8,Die Antworten und Fragen des LLM-Agenten sind:,3,nutzlos,nützlich,
8,Die Antworten und Fragen des LLM-Agenten sind:,2,nicht hilfreich,hilfreich,
8,Die Antworten und Fragen des LLM-Agenten sind:,2,unintelligent,intelligent,
8,Die Möglichkeit mir durch den LLM-Agenten Komponenten markieren zu lassen war nützlich,6,Stimme nicht zu,Stimme zu,
8,Zum Lernen empfinde ich die Anwendung als:,2,langsam,schnell,
8,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,
8,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,
8,Zum Lernen empfinde ich die Anwendung als:,3,überladen,aufgeräumt,
8,Die Zusammenfassung meiner Lernsession hat mir beim Lernen geholfen.,5,Stimme nicht zu,Stimme zu,
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,6,langweilig,spanned,ECA + kein Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,6,uninteressant,interessant,ECA + kein Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,einschläfernd,aktivierend,ECA + kein Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,minderwertig,wertvoll,ECA + kein Audio
9,Ich konnte gut mit dem LLM-Agenten lernen,5,Stimme nicht zu,Stimme zu,ECA + kein Audio
9,Der LLM-Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,ECA + kein Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,langsam,schnell,ECA + kein Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,ECA + kein Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,unpragmatisch,pragmatisch,ECA + kein Audio
9,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,ECA + kein Audio
9,Die Gestaltung des LLM-Agenten hat mir gefallen,6,Stimme nicht zu,Stimme zu,ECA + kein Audio
9,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,5,Stimme nicht zu,Stimme zu,ECA + kein Audio
9,Ich konnte die Informationen gut verstehen,5,Stimme nicht zu,Stimme zu,ECA + kein Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,langweilig,spanned,ECA + Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,uninteressant,interessant,ECA + Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,einschläfernd,aktivierend,ECA + Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,minderwertig,wertvoll,ECA + Audio
9,Ich konnte gut mit dem LLM-Agenten lernen,5,Stimme nicht zu,Stimme zu,ECA + Audio
9,Der LLM-Agent hat mich Motiviert,4,Stimme nicht zu,Stimme zu,ECA + Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,langsam,schnell,ECA + Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,ECA + Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,unpragmatisch,pragmatisch,ECA + Audio
9,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,ECA + Audio
9,Die Gestaltung des LLM-Agenten hat mir gefallen,5,Stimme nicht zu,Stimme zu,ECA + Audio
9,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,4,Stimme nicht zu,Stimme zu,ECA + Audio
9,Ich konnte die Informationen gut verstehen,4,Stimme nicht zu,Stimme zu,ECA + Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,langweilig,spanned,UI + kein Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,uninteressant,interessant,UI + kein Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,einschläfernd,aktivierend,UI + kein Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,minderwertig,wertvoll,UI + kein Audio
9,Ich konnte gut mit dem LLM-Agenten lernen,4,Stimme nicht zu,Stimme zu,UI + kein Audio
9,Der LLM-Agent hat mich Motiviert,4,Stimme nicht zu,Stimme zu,UI + kein Audio
9,Zum Lernen empfinde ich die Anwendung als:,2,langsam,schnell,UI + kein Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,UI + kein Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,unpragmatisch,pragmatisch,UI + kein Audio
9,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,UI + kein Audio
9,Die Gestaltung des LLM-Agenten hat mir gefallen,5,Stimme nicht zu,Stimme zu,UI + kein Audio
9,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,4,Stimme nicht zu,Stimme zu,UI + kein Audio
9,Ich konnte die Informationen gut verstehen,4,Stimme nicht zu,Stimme zu,UI + kein Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,langweilig,spanned,UI + Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,uninteressant,interessant,UI + Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,einschläfernd,aktivierend,UI + Audio
9,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,minderwertig,wertvoll,UI + Audio
9,Ich konnte gut mit dem LLM-Agenten lernen,5,Stimme nicht zu,Stimme zu,UI + Audio
9,Der LLM-Agent hat mich Motiviert,5,Stimme nicht zu,Stimme zu,UI + Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,langsam,schnell,UI + Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,UI + Audio
9,Zum Lernen empfinde ich die Anwendung als:,3,unpragmatisch,pragmatisch,UI + Audio
9,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,UI + Audio
9,Die Gestaltung des LLM-Agenten hat mir gefallen,5,Stimme nicht zu,Stimme zu,UI + Audio
9,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,4,Stimme nicht zu,Stimme zu,UI + Audio
9,Ich konnte die Informationen gut verstehen,4,Stimme nicht zu,Stimme zu,UI + Audio
9,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,4,Stimme nicht zu,Stimme zu,
9,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,5,nutzlos,nützlich,
9,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,5,nicht hilfreich,hilfreich,
9,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,5,nicht vorteilhaft,vorteilhaft,
9,Die Möglichkeit die Lernanwendung zu nutzen empfinde ich als:,5,nicht lohnend,lohnend,
9,Diese Gestaltung des LLM-Agenten hat mir gefallen,0,Drohne und Audio,Drohne ohne Audio,
9,Die Nennung des meines eigenen Namens während der Nutzung empfand ich als motivierend,4,Stimme nicht zu,Stimme zu,
9,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,2,langsam,schnell,
9,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,2,ineffizient,effizient,
9,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,2,unpragmatisch,pragmatisch,
9,Die Eselsbrücken die  mir vorgeschlagen wurden haben mir beim Lernen geholfen,3,überladen,aufgeräumt,
9,Die Antworten und Fragen des LLM-Agenten sind:,2,unpassend,passend,
9,Die Antworten und Fragen des LLM-Agenten sind:,3,nutzlos,nützlich,
9,Die Antworten und Fragen des LLM-Agenten sind:,2,nicht hilfreich,hilfreich,
9,Die Antworten und Fragen des LLM-Agenten sind:,3,unintelligent,intelligent,
9,Die Möglichkeit mir durch den LLM-Agenten Komponenten markieren zu lassen war nützlich,6,Stimme nicht zu,Stimme zu,
9,Zum Lernen empfinde ich die Anwendung als:,2,langsam,schnell,
9,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,
9,Zum Lernen empfinde ich die Anwendung als:,3,unpragmatisch,pragmatisch,
9,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,
